transaction_id,user_id,transaction_date,transaction_time,transaction_type,transaction_category,amount,currency,transaction_status,payment_method,age_group,country,city,subscription_plan,fraud_flag,transaction_fee,revenue_generated,cashback_amount,year,month,month_name,day_of_week,hour
TXN001373,USR39548,2024-09-19,10:02:37,Purchase,Travel,443.04,EUR,Successful,Direct Debit,25-34,Germany,Munich,Premium,0,2.22,1.78,4.43,2024,9,September,Thursday,10
TXN007443,USR52600,2024-09-19,20:04:55,Transfer,Shopping,3819.92,EUR,Successful,Apple Pay,18-24,France,Bordeaux,Standard,0,57.3,45.84,0.0,2024,9,September,Thursday,20
TXN014892,USR70332,2024-09-19,1:14:49,Purchase,Entertainment,559.92,GBP,Successful,Bank Transfer,25-34,United Kingdom,Glasgow,Standard,0,8.4,6.72,0.0,2024,9,September,Thursday,1
TXN001299,USR33283,2024-09-19,7:56:23,Top-up,Shopping,813.28,GBP,Successful,Bank Transfer,18-24,United Kingdom,Birmingham,Standard,0,12.2,9.76,0.0,2024,9,September,Thursday,7
TXN001412,USR88719,2024-09-19,18:55:28,Top-up,Healthcare,961.22,GBP,Successful,Apple Pay,25-34,United Kingdom,Edinburgh,Plus,0,9.61,7.69,4.81,2024,9,September,Thursday,18
TXN007169,USR87373,2024-09-19,19:52:12,Top-up,Utilities,1358.64,GBP,Successful,Google Pay,45-54,United Kingdom,Glasgow,Standard,0,20.38,16.3,0.0,2024,9,September,Thursday,19
TXN006237,USR44522,2024-09-19,13:13:04,Purchase,Travel,825.15,GBP,Successful,Card,55+,United Kingdom,London,Metal,0,1.65,1.32,12.38,2024,9,September,Thursday,13
TXN010898,USR61023,2024-09-19,16:37:01,Purchase,Entertainment,204.58,EUR,Successful,Card,35-44,Netherlands,Utrecht,Standard,0,3.07,2.46,0.0,2024,9,September,Thursday,16
TXN000481,USR74740,2024-09-19,19:35:20,Purchase,Entertainment,591.05,GBP,Successful,Bank Transfer,25-34,United Kingdom,Edinburgh,Standard,0,8.87,7.1,0.0,2024,9,September,Thursday,19
TXN001514,USR69338,2024-09-19,18:27:36,Purchase,Food & Dining,69.47,EUR,Successful,Apple Pay,25-34,Netherlands,Utrecht,Standard,0,1.04,0.83,0.0,2024,9,September,Thursday,18
TXN001847,USR73790,2024-09-19,3:18:06,Transfer,Food & Dining,5168.85,GBP,Successful,Apple Pay,25-34,United Kingdom,Leeds,Premium,0,25.84,20.67,51.69,2024,9,September,Thursday,3
TXN007059,USR75234,2024-09-19,23:30:16,Purchase,Entertainment,35.49,EUR,Successful,Bank Transfer,18-24,Germany,Hamburg,Premium,0,0.18,0.14,0.35,2024,9,September,Thursday,23
TXN000807,USR98716,2024-09-19,19:18:17,Purchase,Utilities,400.12,EUR,Failed,Card,45-54,Spain,Seville,Standard,0,6.0,4.8,0.0,2024,9,September,Thursday,19
TXN012327,USR30461,2024-09-19,11:30:12,Purchase,Shopping,673.27,EUR,Reversed,Card,18-24,Germany,Berlin,Standard,0,10.1,8.08,0.0,2024,9,September,Thursday,11
TXN014425,USR91735,2024-09-19,15:12:54,Purchase,Shopping,1107.13,EUR,Successful,Apple Pay,25-34,Spain,Madrid,Premium,0,5.54,4.43,11.07,2024,9,September,Thursday,15
TXN002214,USR32786,2024-09-19,0:28:37,Top-up,Shopping,925.12,USD,Successful,Bank Transfer,Unknown,United States,Chicago,Plus,0,9.25,7.4,4.63,2024,9,September,Thursday,0
TXN007947,USR93086,2024-09-19,19:53:33,Purchase,Healthcare,172.35,EUR,Successful,Apple Pay,18-24,Spain,Madrid,Standard,0,2.59,2.07,0.0,2024,9,September,Thursday,19
TXN010867,USR22387,2024-09-19,16:20:45,Purchase,Shopping,767.52,GBP,Successful,Card,35-44,United Kingdom,Leeds,Premium,0,3.84,3.07,7.68,2024,9,September,Thursday,16
TXN001117,USR73945,2024-09-19,8:50:45,Purchase,Healthcare,215.3,EUR,Successful,Bank Transfer,35-44,France,Bordeaux,Plus,0,2.15,1.72,1.08,2024,9,September,Thursday,8
TXN005705,USR91439,2024-09-20,0:11:33,Purchase,Uncategorised,629.46,GBP,Successful,Bank Transfer,18-24,United Kingdom,Leeds,Standard,0,9.44,7.55,0.0,2024,9,September,Friday,0
TXN012943,USR11930,2024-09-20,8:30:00,Top-up,Entertainment,431.9,EUR,Successful,Google Pay,25-34,Spain,Madrid,Standard,0,6.48,5.18,0.0,2024,9,September,Friday,8
TXN005829,USR97552,2024-09-20,20:27:21,Purchase,Shopping,39.38,GBP,Successful,Card,25-34,United Kingdom,Bristol,Premium,0,0.2,0.16,0.39,2024,9,September,Friday,20
TXN010622,USR59650,2024-09-20,20:08:11,Purchase,Utilities,496.97,EUR,Successful,Direct Debit,35-44,France,Lyon,Plus,0,4.97,3.98,2.48,2024,9,September,Friday,20
TXN006079,USR78354,2024-09-20,17:48:42,Purchase,Food & Dining,423.58,GBP,Successful,Bank Transfer,25-34,United Kingdom,Birmingham,Standard,0,6.35,5.08,0.0,2024,9,September,Friday,17
TXN001883,USR72978,2024-09-20,20:42:57,Purchase,Healthcare,652.79,EUR,Successful,Bank Transfer,35-44,Netherlands,Utrecht,Plus,0,6.53,5.22,3.26,2024,9,September,Friday,20
TXN010638,USR99469,2024-09-20,22:58:08,Withdrawal,Entertainment,1785.95,EUR,Successful,Bank Transfer,55+,Italy,Milan,Metal,0,3.57,2.86,26.79,2024,9,September,Friday,22
TXN006952,USR93695,2024-09-20,19:28:35,Purchase,Shopping,523.12,EUR,Failed,Apple Pay,55+,Spain,Seville,Plus,0,5.23,4.18,0.0,2024,9,September,Friday,19
TXN003964,USR43557,2024-09-20,18:27:44,Purchase,Food & Dining,348.06,GBP,Successful,Card,35-44,United Kingdom,Glasgow,Standard,0,5.22,4.18,0.0,2024,9,September,Friday,18
TXN003672,USR54350,2024-09-20,14:26:48,Purchase,Food & Dining,465.1,GBP,Successful,Card,35-44,United Kingdom,Bristol,Standard,0,6.98,5.58,0.0,2024,9,September,Friday,14
TXN001084,USR89254,2024-09-20,16:15:04,Purchase,Entertainment,64.86,GBP,Successful,Google Pay,18-24,United Kingdom,Birmingham,Premium,0,0.32,0.26,0.65,2024,9,September,Friday,16
TXN013906,USR90584,2024-09-20,8:44:52,Purchase,Food & Dining,620.06,GBP,Successful,Card,25-34,United Kingdom,Birmingham,Standard,0,9.3,7.44,0.0,2024,9,September,Friday,8
TXN000260,USR27290,2024-09-20,2:58:57,Withdrawal,Food & Dining,857.96,EUR,Failed,Bank Transfer,45-54,Netherlands,Rotterdam,Standard,0,12.87,10.3,0.0,2024,9,September,Friday,2
TXN007701,USR52268,2024-09-20,8:46:11,Withdrawal,Entertainment,899.8,EUR,Successful,Direct Debit,45-54,Germany,Munich,Plus,0,9.0,7.2,4.5,2024,9,September,Friday,8
TXN005437,USR42933,2024-09-20,0:09:32,Transfer,Healthcare,352.44,GBP,Successful,Apple Pay,35-44,United Kingdom,Edinburgh,Standard,0,5.29,4.23,0.0,2024,9,September,Friday,0
TXN011361,USR38063,2024-09-20,11:36:39,Purchase,Entertainment,898.88,GBP,Successful,Apple Pay,35-44,United Kingdom,Glasgow,Premium,0,4.49,3.59,8.99,2024,9,September,Friday,11
TXN000742,USR77350,2024-09-20,18:54:04,Purchase,Food & Dining,428.28,EUR,Successful,Bank Transfer,18-24,Netherlands,Amsterdam,Standard,0,6.42,5.14,0.0,2024,9,September,Friday,18
TXN003533,USR15235,2024-09-20,2:06:54,Top-up,Food & Dining,1933.64,GBP,Successful,Google Pay,18-24,United Kingdom,Edinburgh,Standard,0,29.0,23.2,0.0,2024,9,September,Friday,2
TXN011639,USR39135,2024-09-20,10:18:05,Purchase,Food & Dining,790.44,GBP,Successful,Card,18-24,United Kingdom,Birmingham,Standard,0,11.86,9.49,0.0,2024,9,September,Friday,10
TXN006532,USR46356,2024-09-20,9:50:40,Purchase,Transfer,98.06,GBP,Successful,Apple Pay,55+,United Kingdom,Edinburgh,Standard,0,1.47,1.18,0.0,2024,9,September,Friday,9
TXN009631,USR41139,2024-09-20,3:55:06,Transfer,Shopping,4721.3,EUR,Successful,Bank Transfer,18-24,Germany,Frankfurt,Standard,0,70.82,56.66,0.0,2024,9,September,Friday,3
TXN004106,USR63227,2024-09-20,7:48:54,Purchase,Healthcare,739.4,GBP,Successful,Card,25-34,United Kingdom,Leeds,Premium,0,3.7,2.96,7.39,2024,9,September,Friday,7
TXN005864,USR55229,2024-09-20,11:02:46,Transfer,Utilities,3308.63,EUR,Successful,Card,18-24,Germany,Munich,Plus,0,33.09,26.47,16.54,2024,9,September,Friday,11
TXN013751,USR40161,2024-09-20,21:42:07,Transfer,Food & Dining,456.82,GBP,Successful,Card,35-44,United Kingdom,Edinburgh,Standard,0,6.85,5.48,0.0,2024,9,September,Friday,21
TXN007621,USR18180,2024-09-20,20:56:50,Purchase,Travel,817.65,EUR,Successful,Card,25-34,Germany,Frankfurt,Premium,0,4.09,3.27,8.18,2024,9,September,Friday,20
TXN014729,USR33163,2024-09-20,10:37:07,Purchase,Food & Dining,355.07,EUR,Successful,Bank Transfer,25-34,Germany,Frankfurt,Standard,0,5.33,4.26,0.0,2024,9,September,Friday,10
TXN000227,USR12888,2024-09-20,9:33:39,Top-up,Healthcare,1531.63,GBP,Successful,Card,45-54,United Kingdom,London,Standard,0,22.97,18.38,0.0,2024,9,September,Friday,9
TXN003915,USR21247,2024-09-21,18:38:03,Purchase,Transfer,24.42,GBP,Successful,Bank Transfer,18-24,United Kingdom,Edinburgh,Standard,0,0.37,0.3,0.0,2024,9,September,Saturday,18
TXN002108,USR51592,2024-09-21,9:04:19,Purchase,Shopping,269.79,EUR,Successful,Bank Transfer,35-44,Germany,Frankfurt,Metal,0,0.54,0.43,4.05,2024,9,September,Saturday,9
TXN012955,USR42094,2024-09-21,10:01:54,Top-up,Shopping,1739.01,USD,Successful,Direct Debit,25-34,United States,Chicago,Premium,0,8.7,6.96,17.39,2024,9,September,Saturday,10
TXN012524,USR92955,2024-09-21,8:34:44,Purchase,Utilities,1153.27,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Metal,0,2.31,1.85,17.3,2024,9,September,Saturday,8
TXN006859,USR32838,2024-09-21,18:38:47,Purchase,Travel,591.39,USD,Successful,Apple Pay,25-34,United States,Los Angeles,Plus,0,5.91,4.73,2.96,2024,9,September,Saturday,18
TXN002934,USR96193,2024-09-21,14:19:01,Transfer,Shopping,1837.67,USD,Successful,Bank Transfer,35-44,United States,New York,Standard,0,27.57,22.06,0.0,2024,9,September,Saturday,14
TXN007276,USR18330,2024-09-21,16:19:52,Refund,Travel,536.67,GBP,Failed,Bank Transfer,25-34,United Kingdom,Liverpool,Plus,0,5.37,4.3,0.0,2024,9,September,Saturday,16
TXN013506,USR72506,2024-09-21,11:43:46,Purchase,Utilities,416.68,EUR,Successful,Apple Pay,45-54,Netherlands,Amsterdam,Standard,0,6.25,5.0,0.0,2024,9,September,Saturday,11
TXN005931,USR54741,2024-09-21,21:58:36,Top-up,Utilities,1352.98,EUR,Successful,Apple Pay,45-54,Spain,Madrid,Plus,0,13.53,10.82,6.76,2024,9,September,Saturday,21
TXN001281,USR29148,2024-09-21,9:11:52,Transfer,Other,363.33,USD,Successful,Card,18-24,United States,Chicago,Standard,0,5.45,4.36,0.0,2024,9,September,Saturday,9
TXN012969,USR77488,2024-09-21,7:00:00,Transfer,Travel,313.13,GBP,Reversed,Direct Debit,45-54,United Kingdom,Birmingham,Metal,0,0.63,0.5,0.0,2024,9,September,Saturday,7
TXN011265,USR58637,2024-09-21,23:17:24,Purchase,Other,1133.65,GBP,Reversed,Apple Pay,18-24,United Kingdom,Manchester,Metal,0,2.27,1.82,0.0,2024,9,September,Saturday,23
TXN013462,USR10851,2024-09-21,8:30:10,Purchase,Entertainment,605.32,GBP,Successful,Apple Pay,35-44,United Kingdom,Glasgow,Plus,0,6.05,4.84,3.03,2024,9,September,Saturday,8
TXN012505,USR32940,2024-09-21,20:47:37,Purchase,Shopping,862.93,GBP,Successful,Card,55+,United Kingdom,Liverpool,Premium,0,4.31,3.45,8.63,2024,9,September,Saturday,20
TXN007408,USR62725,2024-09-21,12:58:32,Purchase,Transfer,123.39,GBP,Successful,Bank Transfer,25-34,United Kingdom,London,Standard,0,1.85,1.48,0.0,2024,9,September,Saturday,12
TXN005584,USR64287,2024-09-21,10:22:21,Purchase,Travel,242.21,GBP,Successful,Google Pay,25-34,United Kingdom,Liverpool,Standard,0,3.63,2.9,0.0,2024,9,September,Saturday,10
TXN008990,USR48026,2024-09-21,8:25:50,Purchase,Travel,299.58,USD,Successful,Card,18-24,United States,Miami,Plus,0,3.0,2.4,1.5,2024,9,September,Saturday,8
TXN012418,USR77135,2024-09-21,12:06:27,Top-up,Entertainment,121.55,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Premium,0,0.61,0.49,1.22,2024,9,September,Saturday,12
TXN004598,USR95620,2024-09-21,12:27:29,Purchase,Shopping,676.34,GBP,Successful,Card,18-24,United Kingdom,Glasgow,Metal,0,1.35,1.08,10.15,2024,9,September,Saturday,12
TXN002454,USR20158,2024-09-21,16:23:12,Purchase,Travel,1240.28,EUR,Successful,Card,25-34,Spain,Madrid,Metal,0,2.48,1.98,18.6,2024,9,September,Saturday,16
TXN004501,USR54260,2024-09-21,2:24:45,Transfer,Shopping,2578.59,GBP,Successful,Card,35-44,United Kingdom,Liverpool,Standard,0,38.68,30.94,0.0,2024,9,September,Saturday,2
TXN002690,USR35965,2024-09-22,8:27:42,Purchase,Travel,619.27,EUR,Successful,Bank Transfer,45-54,Netherlands,Utrecht,Standard,0,9.29,7.43,0.0,2024,9,September,Sunday,8
TXN010178,USR98103,2024-09-22,7:19:04,Transfer,Food & Dining,3489.25,GBP,Successful,Apple Pay,35-44,United Kingdom,Leeds,Plus,0,34.89,27.91,17.45,2024,9,September,Sunday,7
TXN005033,USR35443,2024-09-22,11:09:23,Top-up,Transfer,1062.96,EUR,Successful,Card,25-34,Germany,Hamburg,Metal,0,2.13,1.7,15.94,2024,9,September,Sunday,11
TXN002937,USR50173,2024-09-22,8:16:58,Transfer,Shopping,4586.44,GBP,Successful,Bank Transfer,25-34,United Kingdom,Manchester,Standard,0,68.8,55.04,0.0,2024,9,September,Sunday,8
TXN007787,USR23446,2024-09-22,22:04:29,Top-up,Travel,2598.62,GBP,Successful,Bank Transfer,35-44,United Kingdom,Glasgow,Premium,0,12.99,10.39,25.99,2024,9,September,Sunday,22
TXN001716,USR22137,2024-09-22,2:31:03,Top-up,Transfer,2144.64,EUR,Successful,Card,18-24,Germany,Berlin,Plus,0,21.45,17.16,10.72,2024,9,September,Sunday,2
TXN006912,USR60783,2024-09-22,8:36:44,Transfer,Utilities,4774.26,GBP,Successful,Direct Debit,45-54,United Kingdom,Liverpool,Plus,0,47.74,38.19,23.87,2024,9,September,Sunday,8
TXN009383,USR18653,2024-09-22,19:01:59,Purchase,Utilities,1288.43,GBP,Successful,Direct Debit,25-34,United Kingdom,Birmingham,Metal,0,2.58,2.06,19.33,2024,9,September,Sunday,19
TXN008075,USR49240,2024-09-22,14:05:22,Purchase,Food & Dining,377.82,EUR,Successful,Apple Pay,55+,Germany,Berlin,Plus,0,3.78,3.02,1.89,2024,9,September,Sunday,14
TXN014075,USR70552,2024-09-22,8:39:50,Purchase,Food & Dining,460.98,USD,Successful,Card,25-34,United States,Unknown,Plus,0,4.61,3.69,2.3,2024,9,September,Sunday,8
TXN008310,USR82999,2024-09-22,1:21:57,Top-up,Travel,420.34,EUR,Successful,Bank Transfer,25-34,Italy,Naples,Standard,0,6.31,5.05,0.0,2024,9,September,Sunday,1
TXN001410,USR46242,2024-09-22,18:16:42,Transfer,Food & Dining,426.07,EUR,Successful,Card,25-34,France,Marseille,Standard,0,6.39,5.11,0.0,2024,9,September,Sunday,18
TXN000287,USR46942,2024-09-22,7:49:36,Top-up,Food & Dining,913.18,EUR,Successful,Bank Transfer,45-54,Spain,Seville,Standard,0,13.7,10.96,0.0,2024,9,September,Sunday,7
TXN012042,USR41949,2024-09-22,13:46:03,Top-up,Food & Dining,2038.11,EUR,Successful,Card,35-44,Germany,Hamburg,Plus,0,20.38,16.3,10.19,2024,9,September,Sunday,13
TXN009285,USR81449,2024-09-22,13:53:07,Top-up,Food & Dining,1791.94,GBP,Successful,Direct Debit,25-34,United Kingdom,Liverpool,Standard,0,26.88,21.5,0.0,2024,9,September,Sunday,13
TXN011735,USR68856,2024-09-22,0:27:34,Purchase,Healthcare,431.79,EUR,Successful,Card,18-24,Italy,Milan,Standard,0,6.48,5.18,0.0,2024,9,September,Sunday,0
TXN002025,USR57419,2024-09-22,22:17:16,Transfer,Other,5338.07,EUR,Successful,Apple Pay,18-24,Spain,Madrid,Plus,0,53.38,42.7,26.69,2024,9,September,Sunday,22
TXN014106,USR99282,2024-09-22,8:28:11,Withdrawal,Food & Dining,95.16,USD,Successful,Card,18-24,United States,Miami,Plus,0,0.95,0.76,0.48,2024,9,September,Sunday,8
TXN013648,USR77698,2024-09-22,9:24:12,Top-up,Travel,1506.24,EUR,Successful,Bank Transfer,45-54,Italy,Naples,Plus,0,15.06,12.05,7.53,2024,9,September,Sunday,9
TXN005342,USR13719,2024-09-22,8:04:19,Withdrawal,Healthcare,97.73,GBP,Successful,Direct Debit,35-44,United Kingdom,Edinburgh,Standard,0,1.47,1.18,0.0,2024,9,September,Sunday,8
TXN005580,USR73471,2024-09-22,12:08:12,Top-up,Travel,71.21,GBP,Successful,Google Pay,25-34,United Kingdom,London,Standard,0,1.07,0.86,0.0,2024,9,September,Sunday,12
TXN001236,USR46129,2024-09-23,17:30:07,Purchase,Shopping,605.65,USD,Successful,Google Pay,18-24,United States,Los Angeles,Standard,0,9.08,7.26,0.0,2024,9,September,Monday,17
TXN011601,USR36326,2024-09-23,16:11:41,Transfer,Food & Dining,2003.04,GBP,Successful,Bank Transfer,25-34,United Kingdom,Edinburgh,Plus,0,20.03,16.02,10.02,2024,9,September,Monday,16
TXN013069,USR92167,2024-09-23,13:13:33,Transfer,Shopping,2920.53,EUR,Failed,Google Pay,35-44,Netherlands,Utrecht,Standard,0,43.81,35.05,0.0,2024,9,September,Monday,13
TXN009581,USR90995,2024-09-23,17:09:09,Purchase,Entertainment,434.93,EUR,Successful,Bank Transfer,35-44,France,Lyon,Plus,0,4.35,3.48,2.17,2024,9,September,Monday,17
TXN008945,USR78656,2024-09-23,17:08:45,Purchase,Healthcare,376.64,EUR,Successful,Apple Pay,45-54,Germany,Munich,Premium,0,1.88,1.5,3.77,2024,9,September,Monday,17
TXN003062,USR77931,2024-09-23,10:36:17,Purchase,Entertainment,751.49,GBP,Successful,Card,35-44,United Kingdom,Glasgow,Standard,0,11.27,9.02,0.0,2024,9,September,Monday,10
TXN004651,USR19392,2024-09-23,0:30:41,Purchase,Uncategorised,931.03,EUR,Reversed,Card,25-34,Spain,Valencia,Plus,0,9.31,7.45,0.0,2024,9,September,Monday,0
TXN006092,USR94298,2024-09-23,0:59:35,Purchase,Transfer,230.03,EUR,Successful,Card,25-34,Germany,Frankfurt,Plus,0,2.3,1.84,1.15,2024,9,September,Monday,0
TXN012978,USR76127,2024-09-23,7:53:49,Purchase,Travel,253.95,EUR,Successful,Card,35-44,Italy,Milan,Plus,0,2.54,2.03,1.27,2024,9,September,Monday,7
TXN011222,USR15339,2024-09-23,11:18:26,Purchase,Shopping,361.0,EUR,Successful,Bank Transfer,25-34,France,Marseille,Standard,0,5.42,4.34,0.0,2024,9,September,Monday,11
TXN011714,USR25906,2024-09-23,13:03:08,Transfer,Shopping,3178.5,EUR,Successful,Card,25-34,Spain,Valencia,Standard,0,47.68,38.14,0.0,2024,9,September,Monday,13
TXN004844,USR97881,2024-09-23,16:28:39,Transfer,Food & Dining,3970.0,GBP,Reversed,Apple Pay,55+,United Kingdom,Birmingham,Standard,0,59.55,47.64,0.0,2024,9,September,Monday,16
TXN006050,USR43951,2024-09-23,10:26:08,Transfer,Entertainment,1328.23,GBP,Successful,Card,25-34,United Kingdom,Edinburgh,Standard,0,19.92,15.94,0.0,2024,9,September,Monday,10
TXN005112,USR28181,2024-09-23,7:31:24,Refund,Entertainment,261.22,USD,Successful,Apple Pay,18-24,United States,New York,Plus,0,2.61,2.09,1.31,2024,9,September,Monday,7
TXN014378,USR80439,2024-09-23,17:54:19,Withdrawal,Entertainment,805.07,GBP,Successful,Direct Debit,25-34,United Kingdom,Bristol,Metal,0,1.61,1.29,12.08,2024,9,September,Monday,17
TXN010789,USR45811,2024-09-23,23:34:00,Purchase,Shopping,850.13,GBP,Successful,Apple Pay,18-24,United Kingdom,London,Premium,0,4.25,3.4,8.5,2024,9,September,Monday,23
TXN012242,USR73538,2024-09-23,22:19:10,Top-up,Utilities,982.35,EUR,Successful,Google Pay,25-34,Italy,Florence,Plus,0,9.82,7.86,4.91,2024,9,September,Monday,22
TXN011889,USR38664,2024-09-23,20:06:53,Purchase,Food & Dining,211.75,GBP,Successful,Card,35-44,United Kingdom,Bristol,Standard,0,3.18,2.54,0.0,2024,9,September,Monday,20
TXN002154,USR85454,2024-09-23,9:11:32,Purchase,Travel,332.49,EUR,Successful,Bank Transfer,18-24,Germany,Berlin,Standard,0,4.99,3.99,0.0,2024,9,September,Monday,9
TXN005008,USR95019,2024-09-23,9:17:45,Purchase,Travel,335.53,GBP,Successful,Card,25-34,United Kingdom,Leeds,Plus,0,3.36,2.69,1.68,2024,9,September,Monday,9
TXN010595,USR39591,2024-09-23,10:55:23,Purchase,Food & Dining,673.43,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Standard,0,10.1,8.08,0.0,2024,9,September,Monday,10
TXN002116,USR24920,2024-09-24,20:13:16,Refund,Shopping,460.81,EUR,Successful,Apple Pay,25-34,Spain,Seville,Premium,0,2.3,1.84,4.61,2024,9,September,Tuesday,20
TXN011999,USR37349,2024-09-24,7:24:43,Purchase,Travel,749.91,USD,Successful,Bank Transfer,45-54,United States,Los Angeles,Standard,0,11.25,9.0,0.0,2024,9,September,Tuesday,7
TXN005191,USR12744,2024-09-24,7:29:30,Withdrawal,Shopping,301.51,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Premium,0,1.51,1.21,3.02,2024,9,September,Tuesday,7
TXN007280,USR32806,2024-09-24,16:17:29,Purchase,Transfer,159.21,EUR,Successful,Bank Transfer,Unknown,Netherlands,Utrecht,Premium,0,0.8,0.64,1.59,2024,9,September,Tuesday,16
TXN005271,USR33283,2024-09-24,17:38:18,Top-up,Utilities,398.41,GBP,Successful,Card,18-24,United Kingdom,Birmingham,Standard,0,5.98,4.78,0.0,2024,9,September,Tuesday,17
TXN005922,USR86230,2024-09-24,10:32:36,Transfer,Shopping,2202.27,EUR,Successful,Apple Pay,35-44,Germany,Berlin,Standard,0,33.03,26.42,0.0,2024,9,September,Tuesday,10
TXN012006,USR58374,2024-09-24,15:35:54,Transfer,Food & Dining,5363.03,EUR,Successful,Google Pay,35-44,Germany,Hamburg,Plus,0,53.63,42.9,26.82,2024,9,September,Tuesday,15
TXN011504,USR23130,2024-09-24,20:34:44,Purchase,Food & Dining,217.82,EUR,Reversed,Card,18-24,Germany,Hamburg,Premium,1,1.09,0.87,0.0,2024,9,September,Tuesday,20
TXN000129,USR76426,2024-09-24,10:28:18,Purchase,Healthcare,81.71,USD,Successful,Card,25-34,United States,Los Angeles,Standard,0,1.23,0.98,0.0,2024,9,September,Tuesday,10
TXN000506,USR68707,2024-09-24,21:10:21,Purchase,Shopping,233.29,EUR,Successful,Card,35-44,France,Lyon,Standard,0,3.5,2.8,0.0,2024,9,September,Tuesday,21
TXN003819,USR21847,2024-09-24,17:04:06,Transfer,Other,3762.59,GBP,Reversed,Bank Transfer,25-34,United Kingdom,Bristol,Plus,0,37.63,30.1,0.0,2024,9,September,Tuesday,17
TXN005671,USR38220,2024-09-24,14:53:22,Purchase,Transfer,321.37,EUR,Failed,Card,35-44,Spain,Barcelona,Standard,0,4.82,3.86,0.0,2024,9,September,Tuesday,14
TXN004374,USR23921,2024-09-24,12:21:51,Purchase,Food & Dining,183.11,EUR,Successful,Card,35-44,Germany,Hamburg,Standard,0,2.75,2.2,0.0,2024,9,September,Tuesday,12
TXN012676,USR28304,2024-09-24,19:37:49,Withdrawal,Food & Dining,848.56,GBP,Successful,Apple Pay,35-44,United Kingdom,Liverpool,Plus,0,8.49,6.79,4.24,2024,9,September,Tuesday,19
TXN005180,USR88554,2024-09-24,18:22:11,Top-up,Utilities,1883.78,EUR,Successful,Card,18-24,Germany,Hamburg,Standard,0,28.26,22.61,0.0,2024,9,September,Tuesday,18
TXN010603,USR11777,2024-09-24,12:48:56,Purchase,Healthcare,116.01,GBP,Failed,Card,45-54,United Kingdom,Glasgow,Standard,0,1.74,1.39,0.0,2024,9,September,Tuesday,12
TXN001973,USR35729,2024-09-24,12:56:15,Transfer,Food & Dining,6308.88,EUR,Successful,Bank Transfer,35-44,Netherlands,Rotterdam,Premium,0,31.54,25.23,63.09,2024,9,September,Tuesday,12
TXN003751,USR44522,2024-09-24,17:27:12,Transfer,Shopping,4084.33,GBP,Successful,Bank Transfer,55+,United Kingdom,Unknown,Metal,0,8.17,6.54,61.26,2024,9,September,Tuesday,17
TXN003732,USR21485,2024-09-25,4:17:04,Transfer,Shopping,87.85,EUR,Successful,Card,25-34,France,Paris,Standard,0,1.32,1.06,0.0,2024,9,September,Wednesday,4
TXN005007,USR56900,2024-09-25,17:56:48,Purchase,Transfer,87.94,GBP,Reversed,Bank Transfer,18-24,United Kingdom,London,Premium,0,0.44,0.35,0.0,2024,9,September,Wednesday,17
TXN003337,USR11256,2024-09-25,7:02:15,Refund,Shopping,54.02,GBP,Successful,Card,25-34,United Kingdom,Glasgow,Plus,0,0.54,0.43,0.27,2024,9,September,Wednesday,7
TXN012465,USR82680,2024-09-25,18:23:17,Purchase,Other,378.53,GBP,Successful,Card,25-34,United Kingdom,Bristol,Plus,0,3.79,3.03,1.89,2024,9,September,Wednesday,18
TXN001074,USR25525,2024-09-25,15:24:09,Purchase,Food & Dining,218.25,USD,Successful,Google Pay,35-44,United States,Chicago,Standard,0,3.27,2.62,0.0,2024,9,September,Wednesday,15
TXN004241,USR46356,2024-09-25,11:42:31,Transfer,Shopping,4799.44,GBP,Successful,Card,55+,United Kingdom,Edinburgh,Standard,0,71.99,57.59,0.0,2024,9,September,Wednesday,11
TXN011465,USR23267,2024-09-25,19:47:17,Withdrawal,Travel,323.88,GBP,Successful,Bank Transfer,35-44,United Kingdom,Leeds,Metal,0,0.65,0.52,4.86,2024,9,September,Wednesday,19
TXN012802,USR55688,2024-09-25,17:20:49,Refund,Shopping,577.13,EUR,Failed,Apple Pay,25-34,France,Lyon,Premium,0,2.89,2.31,0.0,2024,9,September,Wednesday,17
TXN008927,USR66034,2024-09-25,15:01:48,Withdrawal,Utilities,1086.36,EUR,Successful,Bank Transfer,35-44,Germany,Munich,Premium,0,5.43,4.34,10.86,2024,9,September,Wednesday,15
TXN007716,USR66720,2024-09-25,4:14:04,Purchase,Food & Dining,534.8,EUR,Successful,Apple Pay,35-44,Germany,Hamburg,Standard,0,8.02,6.42,0.0,2024,9,September,Wednesday,4
TXN004103,USR57312,2024-09-25,17:11:13,Withdrawal,Food & Dining,173.95,EUR,Successful,Card,25-34,Germany,Unknown,Plus,0,1.74,1.39,0.87,2024,9,September,Wednesday,17
TXN009131,USR26505,2024-09-25,0:00:31,Transfer,Food & Dining,2967.17,EUR,Successful,Apple Pay,35-44,Netherlands,Amsterdam,Premium,0,14.84,11.87,29.67,2024,9,September,Wednesday,0
TXN007685,USR39218,2024-09-25,19:56:28,Withdrawal,Other,226.18,EUR,Successful,Apple Pay,45-54,Germany,Hamburg,Standard,0,3.39,2.71,0.0,2024,9,September,Wednesday,19
